X;Y;Z
0.12294006;-0.013702393;-0.12573242
0.03590393;-0.019165039;-0.16421509
-0.03263855;0.007537842;-0.1427002
-0.02420044;0.011001587;-0.10997009
-0.0042419434;0.057235718;-0.060653687
0.024597168;0.05860901;-0.043945313
0.042892456;0.041275024;-0.028121948
0.016098022;0.04534912;-0.03338623
-0.014282227;0.035964966;-0.06278992
0.0036621094;0.02116394;-0.05897522
0.012084961;0.02432251;-0.041275024
0.001083374;0.029693604;-0.01979065
-0.010635376;0.03604126;-0.007751465
-0.008987427;0.018569946;-0.009399414
0.0016326904;0.0012207031;-0.009460449
0.0027313232;0.0063934326;-0.012680054
-0.032730103;0.016052246;-0.021881104
-0.041656494;0.017669678;-0.009552002
-0.032989502;0.009017944;-0.01133728
-0.025253296;0.017059326;-0.007171631
-0.028808594;0.016433716;-0.004760742
-0.019989014;0.0036315918;0.003967285
-0.012329102;-0.003540039;0.0110321045
-0.0134887695;-0.006668091;0.012420654
-0.006790161;-0.008712769;0.007003784
-0.006790161;-0.009506226;0.0012817383
-0.0066223145;-0.009277344;-0.0064086914
-0.004058838;-0.014343262;-0.012283325
0.0044403076;-0.016555786;-0.0069732666
0.009613037;0.006790161;0.009140015
0.020339966;0.0032806396;0.0028686523
0.021057129;-0.018112183;-0.010101318
0.013702393;-0.019958496;-0.0025482178
-0.0021972656;-0.011123657;0.007598877
-0.008972168;0.0026855469;0.011947632
-0.016525269;0.007980347;0.015655518
-0.02796936;0.00894165;0.0178833
-0.023971558;0.0067749023;0.019058228
-0.019363403;0.0018920898;0.017974854
-0.009399414;-0.010253906;0.02003479
0.0050354004;-0.020690918;0.02796936
0.004196167;-0.014038086;0.025222778
-0.012924194;-0.002670288;0.012969971
-0.01020813;-0.0053710938;0.012161255
-0.00730896;-0.0020751953;0.009597778
-0.018127441;0.0049591064;0.008087158
-0.02494812;0.007446289;0.010543823
-0.02494812;0.006958008;0.009170532
-0.021514893;0.0014648438;0.004928589
-0.010955811;-0.0058135986;0.008010864
-0.002105713;-0.0060272217;0.008346558
0.0061950684;-0.008361816;0.004989624
0.010375977;-0.014419556;-0.0043945313
0.005493164;-0.016052246;-0.014266968
0.0010681152;-0.013809204;-0.010848999
0.010864258;-0.008850098;-0.006149292
0.031707764;-0.01777649;-0.0033874512
0.038375854;-0.027954102;-0.003189087
0.03883362;-0.028259277;-0.009002686
0.037139893;-0.032089233;-0.011428833
0.024810791;-0.026489258;-0.017425537
0.015823364;-0.019683838;-0.021621704
0.017868042;-0.021255493;-0.02053833
0.021255493;-0.023147583;-0.020812988
0.016525269;-0.021469116;-0.021896362
0.01701355;-0.023147583;-0.022979736
0.019561768;-0.026794434;-0.015304565
0.010147095;-0.019546509;-0.01083374
0.0037231445;-0.013000488;-0.007461548
0.00592041;-0.017211914;-0.0031433105
-0.0024108887;-0.009765625;0.0035705566
-0.0129852295;0.0032196045;0.0071105957
-0.014541626;-7,63E+02;0.010864258
-0.023239136;0.004333496;0.009460449
-0.02684021;0.006378174;0.01361084
-0.021987915;0.008926392;0.014266968
-0.018066406;0.0104522705;0.012298584
-0.015701294;0.010650635;0.008346558
-0.014465332;0.008010864;0.012023926
-0.018753052;0.0038604736;0.019241333
-0.01687622;0.013198853;0.017715454
-0.013626099;0.007507324;0.023742676
-0.010391235;0.0035552979;0.027542114
-0.010955811;0.004119873;0.029846191
-0.010101318;0.0042419434;0.031036377
-0.013946533;0.005218506;0.024246216
-0.018341064;0.0073394775;0.010467529
-0.010284424;0.004348755;0.009765625
0.002532959;0.0010986328;0.0055999756
-0.010955811;0.007385254;0.0012664795
-0.020568848;0.0053253174;0.0096588135
-0.02281189;-0.006439209;0.019378662
-0.02998352;0.012390137;0.026611328
-0.017593384;-0.002670288;0.017456055
0.017089844;-0.020767212;0.024597168
0.026550293;-0.031417847;0.02128601
0.030776978;-0.03756714;0.017532349
0.03135681;-0.025817871;0.019927979
0.017532349;-0.0069274902;0.01322937
0.007095337;-0.0013885498;-0.002243042
0.008361816;0.0034637451;-0.0043640137
0.01890564;-0.002609253;-0.007247925
0.024749756;-0.006942749;-0.013092041
0.014419556;-0.015548706;-0.009277344
0.010269165;-0.011306763;-0.0078125
0.020111084;-0.0077056885;-0.0049743652
0.021194458;-0.022903442;-0.004547119
0.020065308;-0.021896362;-0.0057525635
0.014007568;-0.013870239;-0.0030975342
0.01512146;-0.01687622;-9,16E+02
0.012954712;-0.014175415;-1,07E+03
0.0099487305;-0.008575439;0.0031433105
0.0029907227;-0.0046539307;0.0033874512
-0.010482788;0.0040130615;-6,87E+02
-0.029815674;0.0020141602;9,77E+02
-0.036315918;0.0052490234;0.0051727295
-0.018173218;0.0095825195;0.021881104
-0.01586914;0.013442993;0.022323608
-0.01940918;0.008300781;0.017913818
-0.0035247803;-0.0030670166;0.016845703
0.0098724365;-0.0079956055;0.012863159
0.003829956;-0.0031280518;0.0071868896
-0.013290405;-3,05E+02;0.0065612793
-0.02456665;4,43E+03;0.0055999756
-0.019348145;0.0015258789;0.00592041
-0.015335083;0.002105713;0.0071258545
-0.015335083;1,53E+02;0.0060424805
-0.012649536;-0.0016326904;0.008728027
-0.016693115;0.0011291504;0.014694214
-0.02796936;0.011734009;0.014968872
-0.027175903;0.010421753;0.018234253
-0.021636963;0.0019836426;0.020812988
-0.021896362;0.002243042;0.016952515
-0.020996094;0.001953125;0.018157959
-0.026412964;4,12E+02;0.021072388
-0.03199768;-0.0019378662;0.021514893
-0.036346436;-0.0025939941;0.020874023
-0.036819458;0.0011901855;0.023147583
-0.028884888;-0.002243042;0.026748657
-0.018814087;-0.0074310303;0.02520752
-0.018829346;-0.0071868896;0.019485474
-0.024932861;-0.0014801025;0.020080566
-0.022750854;0.0068206787;0.015731812
-0.01625061;-0.0044555664;0.015197754
-0.02406311;-0.009963989;0.024459839
-0.038146973;-4,27E+02;0.02331543
-0.039657593;0.0063476563;0.021514893
-0.036392212;0.009063721;0.015823364
-0.014923096;0.0021209717;0.0090789795
0.010437012;-0.010147095;0.006790161
0.013946533;-0.0128479;0.0048828125
0.02116394;-0.010299683;0.004425049
0.011871338;-0.009643555;0.0018463135
0.004852295;-0.003540039;-0.0048828125
-0.0077209473;-0.0057373047;-0.0071411133
-0.015457153;0.013534546;-0.0064086914
-0.01083374;0.0031280518;-0.007171631
-0.0023651123;-0.0018310547;-0.008270264
0.00920105;7,32E+02;-0.0054779053
0.016189575;-0.0048675537;-0.0032196045
0.018661499;-0.006362915;-0.001083374
0.006942749;0.0024719238;-0.0048675537
9,92E+02;0.002166748;-0.00920105
0.004760742;-0.0019836426;-0.011489868
8,24E+02;-0.002166748;-0.008483887
0.0016937256;-0.006210327;-0.0023345947
-0.0067443848;-0.006439209;-0.0051574707
-0.0026855469;-0.008666992;3,05E+03
-0.009185791;-0.010879517;0.00541687
-0.014785767;0.011001587;0.0033111572
-0.0038452148;-0.0026550293;0.0022277832
0.008285522;-0.009780884;9,00E+03
0.010101318;-0.011779785;-0.004211426
0.00843811;-0.012069702;-0.005554199
0.0110321045;-0.015533447;-0.009887695
0.009780884;-0.020599365;-0.01399231
0.020233154;-0.023208618;-0.015716553
0.01663208;-0.026641846;-0.015457153
0.022766113;-0.020324707;-0.01889038
0.028030396;-0.020721436;-0.017425537
0.032852173;-0.022460938;-0.014389038
0.017044067;-0.021652222;-0.013885498
0.0053863525;-0.016677856;-0.01928711
0.011001587;-0.015319824;-0.016906738
0.025726318;-0.030883789;-0.003982544
0.023208618;-0.023605347;-3,66E+03
0.006652832;-0.011688232;-5,80E+01
-0.009140015;-4,43E+03;0.0030517578
-0.024429321;0.012359619;0.0032653809
-0.028152466;0.014526367;0.0051574707
-0.025436401;0.015991211;0.004425049
-0.017227173;0.014266968;0.00579834
-0.009460449;0.0068206787;0.00793457
-0.0030670166;-4,43E+03;0.008972168
-0.0056762695;0.001739502;0.012161255
-0.013046265;0.010482788;0.011657715
-0.00982666;0.012069702;0.010894775
-0.006958008;0.0042419434;0.008087158
-0.005722046;0.0032958984;0.0077667236
-8,39E+02;-0.006210327;0.013900757
0.008483887;-0.018585205;0.025619507
0.006881714;-0.019378662;0.02192688
0.0016784668;-0.014129639;0.0070495605
0.0079193115;-0.012252808;-9,16E+03
0.006134033;-0.0065612793;-0.0051116943
0.0038909912;0.002105713;-0.009994507
0.0064086914;0.0014801025;-0.011077881
-0.007385254;0.0011444092;-0.010406494
-0.015808105;0.01121521;-0.0076293945
-0.011001587;0.0082092285;-6,71E+02
0.018722534;-0.008865356;0.013259888
0.034317017;-0.02293396;0.010467529
0.016326904;-0.020141602;-0.002380371
0.008636475;-0.009765625;2,75E+02
4,27E+02;-0.0018463135;0.0018005371
-0.009109497;0.0037231445;-0.0032196045
-0.0034332275;-2,59E+02;-0.0051879883
6,87E+02;-0.003967285;-0.0051879883
0.0036468506;-0.0065307617;-0.0051879883
0.010147095;-0.011962891;1,53E+02
0.00642395;-0.015426636;0.006790161
-0.00831604;0.003768921;0.0018463135
-0.010101318;0.008605957;-0.0040130615
-0.007385254;0.005126953;-0.00440979
-0.010803223;0.013824463;-0.010513306
-0.014602661;0.017059326;-0.01184082
-0.018676758;0.020385742;-0.012420654
-0.02998352;0.02909851;-0.0057373047
-0.018341064;0.022125244;0.0011749268
0.0061187744;0.0023651123;-0.014694214
0.0075683594;-0.005645752;-0.022537231
0.014343262;-0.006439209;-0.024246216
0.022064209;-0.016555786;-0.024414063
0.024047852;-0.01725769;-0.015090942
0.016616821;-0.007675171;-0.01184082
0.018508911;-0.0035705566;-0.013504028
0.026626587;-0.021728516;-0.014694214
0.016296387;-0.023529053;-0.015808105
-0.001739502;-0.015365601;-0.018920898
0.0026550293;-0.004638672;-0.010772705
-0.009780884;-0.005355835;-0.0021209717
-0.0026855469;-0.011657715;-0.006164551
0.0059509277;-0.011779785;0.001159668
0.010299683;-0.01171875;0.0023040771
0.01121521;0.0011901855;0.0035858154
0.00289917;0.010543823;0.016052246
-0.015274048;0.013504028;0.008666992
-0.040634155;0.031906128;0.0074005127
-0.022155762;0.015823364;0.004425049
-0.016220093;0.0027313232;0.0043182373
-0.023025513;-3,66E+03;0.0041046143
-0.015472412;0.004760742;0.0104522705
-0.007797241;8,85E+03;0.014678955
-8,39E+02;-3,81E+03;0.01133728
-0.003967285;-0.0021972656;0.0069122314
3,66E+03;0.0024108887;0.008895874
0.0011138916;-5,19E+02;0.0087890625
-0.009963989;0.0012054443;0.003982544
-0.0047912598;-0.0047454834;0.0018310547
-0.001449585;-0.00982666;-5,65E+02
2,44E+03;-3,97E+03;-0.003768921
0.0057678223;-0.015548706;-0.0062561035
0.00630188;-0.0128479;-0.007873535
0.012268066;-0.0119018555;-0.0115356445
0.015945435;-0.017288208;-0.007171631
0.011367798;-0.0143585205;-0.0037994385
0.012329102;-0.011566162;-0.0030517578
0.035720825;-0.022567749;-0.009857178
0.076049805;-0.06970215;-0.028686523
0.06971741;-0.0899353;-0.037094116
0.060836792;-0.07376099;-0.039978027
0.055404663;-0.07899475;-0.045028687
0.03918457;-0.05278015;-0.027175903
0.012130737;-0.027893066;0.0020751953
0.0026397705;-0.017211914;0.01626587
-0.01234436;-0.0079956055;0.019866943
-0.025817871;-0.0011749268;0.023956299
-0.023132324;0.0025024414;0.029968262
-0.02520752;0.0053100586;0.031173706
-0.03614807;0.006881714;0.02848816
-0.03126526;0.008514404;0.02468872
-0.015106201;0.0024871826;0.019302368
0.0041046143;-0.011978149;0.0063476563
0.028076172;-0.045013428;-0.014266968
0.07963562;-0.0952301;-0.043014526
0.10044861;-0.10192871;-0.06752014
0.05747986;-0.06892395;-0.058547974
0.011581421;-0.022476196;-0.01864624
-0.04649353;0.030395508;0.016571045
-0.090164185;0.072265625;0.036239624
-0.08810425;0.08062744;0.03703308
-0.06375122;0.047088623;0.025436401
-0.047561646;0.013931274;0.014221191
-0.032165527;0.0031738281;0.00730896
-0.013809204;0.0049743652;0.009811401
-0.0012664795;0.0027008057;0.017044067
-0.007247925;-0.0012207031;0.021636963
-0.029724121;-0.0037231445;0.027252197
-0.047058105;0.010025024;0.035369873
-0.037628174;0.0043792725;0.038360596
-0.023620605;-0.015426636;0.034500122
-0.007293701;-0.017822266;0.030761719
-0.0044403076;-0.013717651;0.022399902
0.0014038086;-0.011993408;0.023910522
1,83E+03;-0.005630493;0.02999878
-0.0074768066;0.012527466;0.044433594
-0.037017822;0.033203125;0.043533325
-0.042037964;0.041793823;0.022644043
-0.02519226;0.022094727;-0.0021362305
-0.009521484;-0.003616333;-0.008987427
0.018127441;-0.021850586;-0.0055999756
0.0063934326;-0.022567749;0.0025939941
0.013870239;-0.004638672;0.018218994
0.044158936;-0.025924683;0.03517151
0.041641235;-0.030792236;0.03250122
0.038223267;-0.021881104;0.027130127
0.012329102;-0.026550293;0.00730896
-0.001159668;-0.012130737;3,05E+03
-0.034713745;0.012908936;-0.009490967
-0.052459717;0.029907227;-0.013473511
-0.03804016;0.031097412;-7,32E+02
-0.013946533;0.0048980713;0.005126953
0.01473999;-0.0032348633;0.019256592
0.018661499;-0.0039520264;0.015945435
0.014480591;-0.015625;0.0124053955
-0.0011901855;-0.0074768066;0.019561768
0.0021514893;0.015060425;0.021514893
0.008636475;0.0064849854;0.021759033
0.030715942;0.0065460205;0.022018433
0.037094116;6,10E+02;0.010940552
0.033081055;-0.0071105957;0.0051879883
0.039367676;-0.015411377;0.0021514893
0.023956299;-0.0045928955;-0.005783081
-0.0015258789;0.007446289;-0.014526367
0.0075531006;0.017669678;-0.016494751
0.026535034;0.002029419;-0.011657715
0.02494812;-0.0012054443;-0.016342163
0.006500244;0.0013122559;-0.019561768
-0.024658203;0.006439209;-0.018600464
-0.011108398;0.025756836;0.0012207031
0.02923584;0.009780884;0.013504028
0.046463013;-0.024749756;0.022140503
0.03501892;-0.028305054;0.034591675
0.01751709;-0.022521973;0.036849976
0.0032806396;-0.016723633;0.031723022
-0.011566162;-0.012741089;0.018463135
-0.001663208;-0.020187378;0.0017242432
0.020324707;-0.041000366;-0.005004883
0.021408081;-0.042434692;0.009750366
0.015274048;-0.032409668;0.021850586
-0.0037231445;-0.021591187;0.016143799
-0.014465332;-0.00390625;0.015808105
-0.0061798096;0.00869751;0.018966675
0.018173218;-0.0036468506;0.014755249
0.02897644;-0.021514893;0.009887695
0.026000977;-0.022338867;0.0050811768
0.034835815;-0.030929565;-0.0024261475
0.03152466;-0.035247803;-0.010070801
0.024520874;-0.03364563;-0.01322937
0.020309448;-0.02911377;-0.016036987
0.013015747;-0.021011353;-0.019744873
0.0075531006;-0.013549805;-0.022399902
0.0010528564;-0.0010528564;-0.022125244
0.0013580322;0.0045166016;-0.021820068
0.016448975;-0.0070648193;-0.018432617
0.027435303;-0.0152282715;-0.017822266
0.029525757;-0.016723633;-0.011734009
0.026107788;-0.017807007;-0.005279541
0.0037384033;-0.0041046143;-0.004119873
-0.0010070801;0.0060577393;-0.004837036
0.013595581;0.0015106201;-0.008148193
0.010528564;0.0049438477;-0.00793457
0.02015686;0.0043640137;-0.008087158
0.030731201;0.008651733;-0.0107421875
0.0099487305;0.012207031;-0.021011353
-0.015167236;0.014389038;-0.028427124
-0.022323608;0.015731812;-0.016586304
-0.02859497;0.015151978;-0.0035705566
-0.029449463;0.0234375;-0.0043182373
-0.011001587;0.013442993;-0.0017089844
0.008148193;0.008010864;0.008758545
0.006088257;0.0012817383;0.016998291
-0.020874023;-0.0018157959;0.029891968
-0.040496826;-0.0030822754;0.036727905
-0.059677124;0.013320923;0.014541626
-0.050186157;0.028137207;0.014572144
-0.053207397;0.026062012;0.013214111
-0.03451538;0.015960693;0.016830444
-0.02545166;9,61E+02;0.0052948
0.0043792725;-0.017242432;0.011520386
9,00E+03;-0.012054443;0.013961792
-0.003479004;-0.005554199;0.0078125
0.0026245117;-1,98E+03;0.0076293945
0.0038604736;-0.0021209717;0.005554199
0.0038909912;-0.0011138916;0.0012512207
7,02E+02;-0.0011138916;-9,46E+02
0.0027618408;-0.002319336;-0.006225586
8,70E+01;-0.008544922;-0.0051879883
0.006088257;-0.007583618;-0.0048980713
0.0072631836;-0.0084991455;-9,92E+02
0.009414673;-0.007904053;-0.001876831
0.010467529;-0.011123657;-1,53E+02
0.001953125;-0.0038757324;0.0065612793
-0.0048828125;0.008361816;-0.0026855469
0.0029754639;-0.0016479492;5,65E+02
0.010009766;-0.0050811768;0.0017089844
0.0017547607;-0.0024261475;-0.0093688965
0.0031433105;0.0010528564;-0.014801025
0.011138916;-0.0049438477;-0.014160156
0.015670776;-0.007965088;-0.012039185
0.022766113;-0.0098724365;-0.01373291
0.03239441;-0.01071167;-0.013031006
0.024642944;-0.009979248;-0.011764526
0.013519287;-0.006454468;-0.01586914
0.002822876;0.001876831;-0.014724731
-0.006134033;0.01411438;-0.012832642
-2,44E+03;0.008041382;-0.016174316
-0.0028533936;0.0042419434;-0.01626587
-0.0064086914;0.002822876;-0.014434814
-0.010681152;3,20E+03;-0.007507324
-0.0024719238;-0.005142212;0.010604858
0.0059051514;-0.012496948;0.020339966
0.0054779053;-0.009643555;0.013916016
0.008575439;-0.01751709;0.0027770996
0.004486084;-0.021392822;-0.009506226
0.0042266846;-0.024108887;-0.020874023
0.017181396;-0.029647827;-0.020111084
0.017608643;-0.02468872;-0.017837524
0.010391235;-0.019607544;-0.017593384
0.016464233;-0.028213501;-0.011154175
0.02684021;-0.03262329;-0.007843018
0.028457642;-0.027160645;-0.008926392
0.0262146;-0.021911621;-0.008331299
0.019058228;-0.020263672;-0.009597778
0.010025024;-0.019256592;-0.013290405
0.0019989014;-0.015823364;-0.011932373
0.0020751953;-0.009918213;-0.0076904297
-0.007095337;-2,90E+01;-0.0044403076
-0.020812988;0.0034179688;0.002609253
-0.020645142;0.002105713;0.011764526
-0.022567749;0.008804321;0.021148682
-0.037902832;0.014144897;0.036315918
-0.040527344;0.015594482;0.04423523
-0.048721313;0.018035889;0.037490845
-0.049957275;0.015686035;0.03187561
-0.04737854;0.010269165;0.028274536
-0.048110962;0.009231567;0.026138306
-0.039520264;0.0073394775;0.02355957
-0.025604248;1,98E+03;0.017181396
-0.014633179;-0.004547119;0.012741089
-0.008178711;-0.0045928955;0.007156372
-0.0011901855;-0.006713867;0.005493164
-0.0074157715;-0.0010375977;0.0071258545
-0.009170532;0.009307861;0.00680542
-0.005554199;0.0049591064;0.005722046
0.0030517578;0.0031738281;0.0029296875
0.0032043457;0.004043579;-0.0029296875
-7,17E+02;0.0033569336;-0.0023498535
-0.029846191;0.008666992;-0.010223389
-0.032699585;0.017028809;-0.009719849
-0.034317017;0.015289307;-0.016998291
-0.016525269;-0.0050201416;-0.03793335
0.010604858;-0.007507324;-0.0040740967
0.013504028;-0.0036315918;0.0059814453
0.01939392;-0.010131836;6,71E+02
0.013916016;-0.015716553;0.010147095
-0.0027008057;-0.00390625;-0.012435913
-5,19E+02;-0.0052948;-0.034240723
-0.048095703;0.023239136;0.00730896
-0.03564453;0.038406372;0.0012512207
-0.03756714;0.035888672;0.005554199
-0.023910522;0.010375977;0.008392334
-0.025970459;-0.009429932;-0.015579224
-0.022247314;-0.0012664795;-0.0044555664
0.022262573;-0.0055999756;0.015274048
0.025405884;-0.0095825195;0.017471313
0.011489868;-0.008163452;0.0038757324
0.0019378662;-0.0030212402;-0.014450073
0.01335144;-7,02E+02;-0.011184692
0.0236969;0.002822876;-0.011154175
0.049102783;0.0064849854;-0.028839111
0.05796814;-0.0013427734;-0.030258179
0.061050415;-0.015625;-0.034317017
0.050567627;-0.022659302;-0.042663574
0.004257202;-0.007247925;-0.048294067
-0.0320282;0.0234375;-0.04710388
0.033447266;0.017700195;-0.031082153
0.061920166;-0.022720337;-0.016342163
0.06510925;-0.027664185;-0.018508911
0.054870605;-0.015701294;-0.0181427
0.02822876;-0.007888794;-0.0135650635
-0.01939392;0.011764526;-0.01524353
-0.048034668;0.041015625;-0.01889038
-0.04576111;0.046585083;-0.036956787
-0.019470215;0.009109497;-0.04827881
0.02670288;-0.03314209;-0.047561646
0.041107178;-0.039489746;-0.042053223
0.015457153;-0.041412354;-0.015655518
-0.015060425;-0.016143799;-0.0022125244
1,53E+03;-0.0060577393;9,77E+02
0.017150879;-0.021972656;0.002090454
0.0340271;-0.03816223;0.02078247
0.04698181;-0.040618896;0.027404785
0.0289917;-0.045028687;0.017333984
0.024017334;-0.04826355;0.015686035
0.024795532;-0.036392212;0.014602661
0.028244019;-0.026184082;0.020706177
0.016174316;-0.018966675;0.019119263
-0.028518677;0.0076904297;5,65E+02
-0.04927063;0.017684937;-0.002166748
-0.03237915;0.008300781;0.0010223389
-0.021743774;0.010604858;0.0057373047
-0.022964478;0.015060425;0.012054443
-0.017196655;0.012329102;0.016021729
-0.010284424;0.0064849854;0.015853882
-0.010192871;0.0029754639;0.012786865
-0.009780884;8,09E+02;0.016418457
-0.018112183;0.005859375;0.022003174
-0.028671265;0.0143585205;0.02229309
-0.028533936;0.009979248;0.01940918
-0.026367188;0.009246826;0.01687622
-0.029693604;0.015045166;0.013977051
-0.03883362;0.02003479;0.011489868
-0.044326782;0.025131226;0.0047454834
-0.030548096;0.015823364;0.006942749
-0.025741577;0.008560181;0.009490967
-0.013214111;0.0018310547;0.011367798
-0.0056610107;-0.0033111572;0.008636475
-0.007156372;-0.0059814453;0.011810303
-0.017181396;-0.006439209;0.01890564
-0.024749756;0.00894165;0.024734497
-0.015594482;0.0032196045;0.01449585
-0.010559082;-0.0016174316;0.0030670166
-0.0064086914;-3,81E+03;0.0012207031
0.0033874512;-0.005508423;0.003967285
0.005874634;-0.0045928955;0.0035095215
-0.004333496;3,97E+03;-0.0079193115
0.004760742;0.0019836426;-0.0084991455
0.0069885254;-8,09E+02;-0.0045166016
1,83E+03;-0.002090454;-0.0021362305
-0.0023956299;-0.004180908;-0.0059814453
0.0066070557;-0.0022735596;0.001876831
-9,16E+02;-1,22E+03;0.0053710938
-0.007659912;0.011398315;-0.013198853
-0.0025939941;-9,31E+03;-0.015838623
0.006011963;-0.0032348633;-0.0051879883
0.0017700195;-0.0010986328;-7,93E+03
0.0038909912;-0.001083374;0.0074157715
0.0037078857;-1,22E+03;-0.0011291504
-5,65E+02;-0.0022888184;-0.0061950684
-0.0032958984;-0.0042419434;-0.0051879883
9,46E+02;-0.0032348633;-0.005264282
0.0037841797;-0.0033416748;-0.0063476563
0.0024719238;-0.004425049;-0.0066223145
-0.0015258789;-0.0030975342;-0.0012817383
-0.008407593;0.012252808;-0.0036773682
0.0020599365;0.0013275146;-7,48E+03
0.003036499;-0.0023956299;-5,19E+02
-1,68E+03;0.0015411377;-0.004486084
0.0058135986;-0.0017089844;-0.005645752
0.0051727295;-0.0038757324;-0.0032653809
0.005569458;-0.0026245117;-0.004562378
0.0038909912;-0.0040740967;-0.0062561035
0.0043945313;-0.0024719238;-0.005996704
0.0068206787;-0.0016479492;-0.004638672
0.008377075;-0.007003784;-0.0024871826
0.0042419434;-0.0076904297;0.0011749268
-0.0035095215;-9,16E+02;0.004699707
-0.008468628;0.0075683594;8,09E+02
-0.0018463135;-0.0046539307;0.0039978027
-0.0039520264;-0.0032348633;0.006210327
-0.010345459;6,71E+02;0.0059051514
-0.008926392;-4,12E+02;0.01008606
-0.010543823;-0.0010986328;0.008300781
-0.009048462;-0.0015258789;0.007217407
-0.002090454;-0.0034637451;0.00440979
0.0016479492;-0.008483887;-0.0032043457
0.011062622;-0.013320923;-0.011291504
0.01965332;-0.015808105;-0.012313843
0.017074585;-0.017700195;-0.01499939
0.0149383545;-0.012023926;-0.02217102
0.0209198;-0.012176514;-0.02961731
0.02633667;-0.01550293;-0.03831482
0.022354126;-0.009002686;-0.04425049
0.0028076172;-9,16E+03;-0.042938232
-0.02079773;0.014465332;-0.041625977
-0.029632568;0.025100708;-0.03262329
-0.012710571;0.020843506;-0.014434814
-0.0016021729;0.018875122;-0.008529663
0.0031585693;0.008895874;-0.013870239
0.010314941;-0.0015411377;-0.013702393
0.0064849854;7,17E+02;-0.009613037
-0.009399414;0.020812988;-0.009063721
-0.015045166;0.028198242;-0.0046691895
-0.010818481;0.021133423;-0.0068206787
-0.020217896;0.015304565;-0.012268066
-0.018829346;0.0124053955;-0.010131836
-0.0051116943;0.0087890625;-0.0047302246
-3,81E+03;0.0044555664;-0.0015563965
-0.004196167;0.0024108887;-0.001663208
-0.005722046;-0.0025787354;-4,12E+02
-0.010498047;-0.0043029785;0.0033416748
-0.0048675537;-0.0043029785;0.007659912
-0.0025177002;-0.005126953;0.013595581
-0.017791748;0.0010528564;0.0119018555
-0.020309448;0.0098724365;0.008331299
-0.0101623535;-0.0046081543;0.01020813
-0.0034942627;-0.008575439;0.009094238
-0.0016326904;-0.011245728;0.0033721924
-0.0023651123;-0.013595581;0.00680542
-0.006210327;-0.0065612793;0.0048828125
-0.008666992;-0.007247925;0.009109497
-0.0032348633;-0.008468628;0.009765625
0.005142212;-0.009536743;0.016479492
-8,09E+02;-0.01159668;0.015304565
5,19E+02;-0.010803223;0.015106201
-0.00932312;-0.014724731;0.011108398
-0.031326294;0.0022735596;0.007797241
-0.0149383545;-0.0019836426;0.012786865
-0.0069732666;-0.0074005127;0.017150879
-0.017410278;-0.010696411;0.018310547
-0.01322937;-0.017105103;0.021514893
-0.018463135;-0.013977051;0.021728516
-0.01423645;-0.017089844;0.032348633
-0.0128479;-0.01574707;0.036468506
-0.004257202;-0.008636475;0.03652954
0.0035552979;-0.0098724365;0.03703308
0.0118255615;-0.012939453;0.029891968
-0.0082092285;-0.013717651;0.028640747
-0.022567749;-0.009674072;0.034118652
-0.028961182;0.006362915;0.021911621
-0.024734497;-0.0016937256;0.009628296
-0.007980347;-0.0063171387;0.008239746
0.0038909912;-0.012145996;0.0053253174
0.003326416;-0.0129852295;0.003692627
0.0012817383;-0.008377075;-8,39E+02
0.0047454834;-0.005996704;-0.0054016113
0.0070495605;-2,59E+02;-0.0064697266
0.002822876;-6,10E+03;-0.007156372
0.0033416748;7,93E+03;-0.008850098
0.0035858154;-0.0048828125;-0.016937256
-0.0023956299;-0.0064849854;-0.015487671
-0.0051574707;0.0023956299;-0.013092041
0.0076904297;-0.0018310547;-0.014434814
0.016174316;-0.014572144;-0.008056641
0.001449585;-0.014022827;-0.00630188
0.002456665;-0.009292603;-0.0019836426
0.0054779053;-0.0071105957;8,24E+02
-0.0012664795;-0.0023651123;3,51E+03
3,51E+03;-0.002243042;0.0019683838
-2,44E+03;-0.008773804;-0.0011444092
0.0066833496;-0.012023926;-2,75E+02
0.0061035156;-0.013473511;-0.0027008057
0.0017547607;-0.014694214;-0.0033416748
0.0012817383;-0.011947632;0.0019226074
-0.0037994385;-0.0038909912;0.0069885254
-0.0068969727;-0.004714966;0.004119873
-0.0036315918;-0.007507324;-0.002960205
0.0058288574;-0.016906738;-0.0067443848
0.052642822;-0.04283142;-0.004623413
0.11138916;-0.06486511;0.0035095215
0.11506653;-0.08078003;0.006500244
0.06855774;-0.06826782;-0.009017944
0.009262085;-0.018234253;-0.026535034
-0.021270752;0.0056152344;-0.018676758
-0.026824951;0.0011291504;0.002960205
-0.03831482;0.0052490234;0.016983032
-0.034210205;-8,09E+02;0.021102905
0.018676758;-0.04333496;0.024841309
0.07304382;-0.079422;0.023468018
0.059066772;-0.057037354;0.016662598
0.026443481;-0.02720642;0.019699097
0.0018920898;-0.0073394775;0.030532837
-0.03147888;0.012878418;0.028457642
-0.06790161;0.034210205;0.022033691
-0.1013031;0.048965454;0.0082092285
-0.13369751;0.06472778;0.0033569336
-0.1108551;0.043319702;0.00730896
-0.07801819;0.025299072;-0.0105896
-0.06352234;0.021575928;-0.032470703
-0.061264038;0.016311646;-0.048919678
-0.034973145;0.01576233;-0.05218506
-0.014404297;-0.0046539307;-0.03842163
