X;Y;Z
0.06686401;-0.0053710938;-0.0051879883
0.08078003;-0.0060272217;-0.01713562
0.060653687;-0.0027313232;-0.023666382
0.057998657;0.0066986084;-0.027954102
-0.0026245117;0.00491333;-0.017028809
-0.014266968;0.005142212;-0.010238647
0.015014648;-0.0020141602;-0.0076293945
0.011459351;0.005203247;-0.008255005
-0.014526367;0.0073242188;0.008804321
-0.061065674;-0.0032196045;0.012771606
-0.0655365;0.006515503;0.0021514893
0.004272461;-0.0045318604;0.0012207031
0.00819397;-0.004348755;1,98E+03
-0.040008545;0.004058838;-0.024963379
0.013122559;-0.009292603;-0.033798218
0.049118042;-0.025360107;-0.01411438
0.03918457;-0.022460938;-0.0050964355
0.04171753;-0.022369385;-8,39E+02
0.022613525;-0.019302368;0.0013580322
0.011230469;-0.020370483;0.0043029785
0.0082092285;-0.021392822;9,31E+03
0.0071868896;-0.020950317;-0.004562378
-0.018859863;-0.013793945;-0.01171875
-0.014587402;-0.0033721924;-0.022018433
-0.028778076;-0.005935669;-0.01838684
0.0059509277;-0.016708374;-0.0058288574
0.018585205;-0.0134887695;-0.003479004
0.010299683;-0.011047363;-0.0070495605
0.009399414;-0.012329102;-0.011413574
0.003540039;-0.009246826;-0.010116577
-0.002319336;-0.0066986084;-0.008178711
-0.0027770996;-0.0014801025;-0.00819397
-0.008361816;0.005554199;-0.0103302
-0.009475708;0.007171631;-0.0054473877
-0.003967285;0.008468628;-0.0027618408
0.0019378662;0.0053100586;3,05E+02
-0.013015747;0.0067596436;0.004043579
-0.008117676;0.0078125;7,93E+03
0.009231567;3,81E+03;0.0029449463
0.010284424;-0.0010986328;0.005859375
0.006942749;7,17E+02;0.008346558
-5,04E+03;0.0038452148;0.006866455
0.002960205;0.0031738281;0.00390625
8,39E+02;0.005630493;0.0032806396
0.005722046;0.0079193115;0.0065612793
0.0010528564;0.007507324;0.007003784
-0.014404297;0.011993408;0.0053710938
-0.016998291;0.012893677;0.005645752
-0.020843506;0.010238647;0.0043640137
-0.019073486;0.008010864;-0.0044555664
-0.010055542;0.0069274902;-0.0022735596
-0.012054443;0.008453369;0.0012817383
-0.009460449;0.009033203;1,68E+03
-2,59E+02;0.0057678223;0.00289917
0.002822876;0.0047912598;0.008346558
-0.0016174316;0.004196167;0.008026123
-0.00630188;0.0043029785;-7,02E+02
-0.0038452148;0.004714966;-0.0010375977
0.002166748;0.0054473877;-0.0031433105
0.0012359619;0.0014190674;1,22E+03
-0.008422852;-0.002166748;0.009307861
-0.005432129;0.0017089844;0.008666992
9,61E+02;1,83E+03;-1,83E+03
-0.003829956;-7,78E+03;-0.0013275146
-0.008911133;0.001373291;0.0022735596
-0.009277344;6,56E+03;-0.0023956299
-0.0038604736;6,87E+02;0.0035247803
-0.0029296875;0.0010375977;0.0010223389
0.00390625;-0.0012207031;-0.007217407
0.013198853;-0.007522583;-0.012512207
0.018737793;-0.013534546;-0.01373291
0.023071289;-0.019744873;-0.01373291
0.021713257;-0.023864746;-0.02029419
0.033569336;-0.024597168;-0.017227173
0.01991272;-0.018630981;-0.015014648
0.024307251;-0.017990112;-0.0104522705
0.036880493;-0.017318726;-0.0032806396
0.03375244;-0.017120361;-0.003768921
0.026351929;-0.015304565;-0.0050201416
0.020858765;-0.01411438;-0.0060577393
0.01625061;-0.010269165;-0.007156372
0.019439697;-0.013458252;-0.0025634766
0.0025787354;-0.006225586;-0.0019836426
-0.015060425;0.0044555664;-0.0068969727
-0.007461548;0.00630188;-0.0013580322
-0.018936157;0.010421753;-0.0019226074
-0.010543823;0.010650635;-0.0029907227
-0.017150879;0.009628296;-0.004058838
-0.014373779;0.014755249;-0.004119873
4,27E+02;0.013870239;0.0032348633
-0.013168335;0.0138549805;0.0012359619
-0.003540039;0.012649536;-0.0019073486
0.0016937256;0.001159668;0.0045318604
-5,04E+03;0.006668091;0.008468628
-0.003189087;0.011413574;0.0043640137
-0.011703491;0.0076904297;0.0034484863
-0.006713867;0.010894775;0.0045166016
-0.005630493;0.013366699;0.0050201416
-0.005340576;0.008728027;-6,10E+02
-0.009811401;0.010498047;-8,54E+02
-0.0016021729;0.009140015;0.0055389404
-9,46E+02;0.0051116943;3,51E+03
0.0024414063;-0.0011291504;0.00642395
-0.022003174;0.005050659;-6,56E+03
-8,24E+02;0.0065460205;-0.004119873
-0.004119873;2,59E+02;-0.004119873
-0.0065612793;0.0041503906;-0.004119873
0.0047454834;-3,05E+02;-0.0028381348
0.0011901855;-3,05E+02;-4,58E+02
0.0038909912;-0.0019378662;-0.0054626465
0.010559082;-0.009536743;-0.009170532
0.01991272;-0.016540527;-0.009628296
0.018310547;-0.019058228;-0.014251709
0.015258789;-0.017807007;-0.013824463
0.024291992;-0.0181427;-0.0012054443
0.035369873;-0.012542725;0.0028076172
0.023712158;-0.01550293;-0.0056915283
0.014816284;-0.016571045;-0.0075683594
0.016357422;-0.015151978;-0.006652832
0.023590088;-0.016693115;-0.007751465
0.023788452;-0.01651001;-0.00793457
0.013168335;-0.013824463;-0.0077819824
0.002105713;-0.006225586;-0.0074005127
-0.0055389404;-0.0016784668;-0.0067443848
-0.012039185;0.0056152344;-0.0031738281
-0.010131836;0.012786865;0.003829956
0.002105713;0.0096588135;0.007095337
0.0039520264;0.006378174;0.0071105957
7,17E+02;0.004196167;0.00982666
-0.019439697;0.019897461;0.008529663
-0.03353882;0.024124146;0.011383057
-0.02519226;0.0037841797;0.01902771
-0.031982422;0.0011901855;0.02168274
-0.026046753;0.007217407;0.017471313
-0.017471313;0.0013275146;0.005569458
-0.012130737;0.0027770996;-0.005859375
-0.008926392;0.006378174;-0.009460449
-0.013122559;0.008468628;-0.013641357
-0.010421753;0.0060577393;-0.008132935
-0.011383057;0.0021209717;-0.008346558
-0.0017547607;0.001739502;-0.006942749
-0.0012207031;0.001373291;0.0028533936
-0.009552002;0.005493164;0.0028533936
-0.012130737;0.005126953;0.005859375
-0.01927185;0.0026550293;0.013183594
-0.035461426;0.0037078857;0.008666992
-0.020263672;-6,71E+02;-0.0040740967
0.003768921;-0.0013580322;-0.004043579
0.0059051514;0.0055389404;2,75E+02
-0.005065918;0.0032653809;0.0012207031
-0.0052948;-0.003036499;0.0029449463
0.009307861;-8,24E+02;0.01210022
0.006134033;0.007156372;-0.0012512207
0.013244629;0.0057373047;0.007858276
-0.0022735596;0.008102417;0.007904053
0.018051147;-0.0019073486;0.00289917
0.036392212;-0.011917114;-0.009262085
0.037109375;-0.018615723;-0.013397217
0.024490356;-0.01637268;-0.016616821
0.029037476;-0.025924683;-0.017913818
0.015487671;-0.023727417;-0.015991211
0.008468628;-0.014389038;-0.01890564
0.024673462;-0.020111084;-0.01184082
0.034835815;-0.018203735;-0.008392334
0.030532837;-0.011810303;-0.0041046143
0.025253296;-0.013946533;-0.003189087
0.025482178;-0.015106201;-0.009536743
0.03147888;-0.017974854;-0.011444092
0.024932861;-0.0121154785;-0.007537842
-7,78E+03;-0.018188477;-0.011779785
-0.0070343018;-0.016784668;-0.014633179
-0.009811401;9,31E+03;-0.012557983
-0.0069885254;0.0011749268;-0.0110321045
-0.0025634766;0.01171875;-0.0056762695
-0.02557373;0.011245728;9,31E+03
-0.032470703;0.008514404;0.019821167
-0.016708374;0.0098724365;0.027252197
-0.018096924;0.015609741;0.02407837
0.010314941;0.0078125;0.025604248
0.028869629;0.0012512207;0.02279663
0.02229309;0.0066070557;0.012756348
0.005722046;0.007675171;0.0027313232
-0.0017852783;0.009750366;-0.0027923584
4,12E+02;0.013320923;-0.0019836426
-0.007217407;0.012298584;0.0036621094
-0.0206604;0.010787964;0.023223877
-0.0027770996;0.003829956;0.039016724
0.0042877197;0.006668091;0.043411255
-0.02067566;0.013137817;0.037902832
-0.03691101;0.018035889;0.040664673
-0.045822144;0.009170532;0.030227661
-0.036590576;0.0010375977;0.01449585
-0.0181427;-6,26E+03;0.003250122
-0.014846802;-1,98E+03;-0.0019836426
-0.027267456;0.0078125;-0.0046539307
-0.021057129;0.011871338;-0.009292603
-0.0028076172;0.009262085;-0.0054779053
0.007461548;0.0039520264;-2,59E+02
-8,09E+02;9,92E+02;-0.007095337
0.0015563965;0.0015869141;-0.012664795
0.0076141357;-5,34E+02;-0.009521484
0.0044555664;-0.0011138916;-0.007827759
0.005569458;-0.0011291504;-0.008361816
0.010299683;-0.0033111572;-0.00390625
0.009124756;-0.0048980713;-0.00440979
0.003967285;-0.004776001;-0.0013275146
0.002532959;-5,95E+02;0.0015106201
0.008850098;0.0027160645;-0.008544922
0.018051147;-0.0061950684;-0.017288208
0.020767212;-0.014770508;-0.022888184
0.032302856;-0.018676758;-0.023513794
0.04220581;-0.022994995;-0.01826477
0.029769897;-0.025283813;-0.017913818
0.018493652;-0.0178833;-0.02331543
0.023254395;-0.01902771;-0.019638062
0.020385742;-0.016220093;-0.013961792
0.01399231;-0.010894775;-0.013412476
0.017669678;-0.014144897;-0.008483887
0.013793945;-0.013763428;-0.008544922
0.0011901855;-0.00894165;-0.012588501
0.007827759;-0.009109497;-0.012924194
0.021087646;-0.012084961;-0.010223389
0.022521973;-0.015335083;-0.006149292
0.0143585205;-0.0049591064;-9,16E+03
-6,26E+03;-4,27E+02;0.0036468506
0.01322937;0.0026245117;0.013290405
0.004989624;0.0049743652;0.00340271
1,22E+03;0.00440979;-0.006866455
0.0014343262;0.0060577393;0.0016326904
-0.00843811;0.007293701;0.005218506
-0.013763428;0.013076782;-1,37E+02
-0.0037841797;0.008132935;0.008621216
-0.019760132;0.007446289;-0.002670288
-0.027755737;0.00843811;0.00289917
-0.023071289;0.013595581;-7,02E+02
-0.012527466;0.010757446;0.0011444092
-0.013183594;0.009597778;0.004348755
-0.017364502;0.008529663;0.0033874512
-0.023803711;0.0063934326;0.0054779053
-0.0121154785;0.0074310303;-0.003036499
0.008987427;-0.0010375977;0.0045166016
-0.0060577393;0.003250122;0.009475708
-0.017349243;0.0060577393;-6,87E+02
-0.0143585205;-6,41E+03;0.0052948
-0.01524353;0.0056762695;0.015350342
-0.013046265;0.009170532;0.0064697266
-0.0017547607;0.005004883;0.0047912598
-0.0037231445;0.0022125244;-0.0015106201
0.002090454;0.0033111572;0.0016937256
-0.006164551;0.003250122;-0.0016479492
0.008163452;-0.0018157959;-7,32E+02
0.0012817383;-3,05E+02;-0.0047912598
-0.0030517578;3,81E+03;-0.003250122
0.009902954;-3,05E+03;-0.005645752
0.016937256;-0.0115356445;-0.0118255615
0.020019531;-0.018188477;-0.013412476
0.0236969;-0.016616821;-0.01586914
0.013259888;-0.012893677;-0.015029907
0.016799927;-0.016052246;-0.012069702
0.018997192;-0.016662598;-0.011428833
0.01977539;-0.019119263;-0.011260986
0.023132324;-0.021392822;-0.0038757324
0.010818481;-0.021072388;4,27E+02
0.0031585693;-0.019622803;0.0033569336
0.006515503;-0.018188477;0.0045166016
0.019241333;-0.018997192;0.008178711
0.014968872;-0.015396118;0.009613037
-0.0010070801;-2,75E+02;0.009338379
-0.020202637;0.011947632;0.011474609
-0.029846191;0.010253906;0.0040893555
-0.0060577393;-0.0025787354;-0.010284424
0.015823364;-0.004989624;-0.016433716
0.011505127;-0.003250122;-0.021850586
0.01725769;-0.009216309;-0.01737976
0.010894775;-0.006439209;-0.0067596436
-0.0046844482;-5,65E+02;-0.0014343262
-0.018676758;0.0053100586;0.0104522705
-0.037231445;0.0064086914;0.011230469
-0.051712036;-0.014953613;-0.0069122314
-0.03491211;-0.047927856;-0.016113281
-0.0023040771;-0.083847046;-0.012054443
-0.0038757324;-0.11277771;-0.015853882
-0.018478394;-0.12780762;-0.02532959
-0.025283813;-0.14602661;-0.046157837
-0.0315094;-0.15986633;-0.05645752
-0.034866333;-0.1797638;-0.05645752
-0.028152466;-0.20407104;-0.047592163
-0.0149383545;-0.22085571;-0.044631958
-0.015625;-0.23173523;-0.05630493
-0.015686035;-0.24433899;-0.054626465
-0.0076904297;-0.24890137;-0.051834106
-0.016586304;-0.23698425;-0.048446655
-0.025512695;-0.23031616;-0.049087524
-0.020111084;-0.22192383;-0.050048828
-0.0054016113;-0.21255493;-0.045211792
-0.018707275;-0.19238281;-0.039520264
-0.015533447;-0.18110657;-0.037460327
-0.008270264;-0.16218567;-0.033111572
-0.018585205;-0.13093567;-0.024307251
-0.01826477;-0.093429565;-0.013549805
-0.020996094;-0.059295654;-0.015106201
-0.019973755;-0.025924683;-0.012313843
-0.012390137;4,27E+02;1,37E+02
-0.011062622;0.017089844;0.007797241
-0.002532959;0.026779175;0.010604858
-0.010147095;0.037384033;0.01373291
-0.013031006;0.03742981;0.004257202
-0.0024871826;0.03929138;0.008239746
0.0025177002;0.029556274;0.00970459
0.0058288574;0.023788452;0.0067596436
0.013137817;0.017349243;0.0035095215
0.0073242188;0.0067596436;-7,48E+03
0.007095337;0.004272461;-0.004043579
-0.0077667236;-1,53E+02;-0.009414673
-0.0014343262;-9,77E+02;-0.0028839111
-4,27E+02;0.004196167;0.0032806396
-0.002319336;0.0031738281;9,61E+02
-0.017593384;0.0034332275;-0.00390625
-0.0027618408;0.00793457;-0.0010681152
0.008422852;0.0129852295;-0.003616333
0.022232056;0.0042419434;-0.009460449
0.02331543;0.005203247;-0.009338379
0.015014648;0.016052246;-0.006790161
0.0076446533;0.03363037;0.005645752
-0.017166138;0.038879395;0.0067443848
-0.044891357;0.051208496;0.010406494
0.0018310547;0.071136475;0.02168274
1,98E+03;0.072525024;0.016540527
0.011779785;0.082901;0.030303955
0.01889038;0.07507324;0.028656006
0.038909912;0.08911133;0.0365448
0.03883362;0.108062744;0.042297363
0.038879395;0.111587524;0.045822144
0.03050232;0.110839844;0.04411316
0.02015686;0.11663818;0.047531128
-0.006729126;0.1285553;0.03845215
-0.024734497;0.13154602;0.032592773
-0.0104522705;0.11117554;0.031845093
0.006072998;0.09109497;0.035095215
0.009124756;0.083465576;0.035110474
0.010223389;0.063583374;0.026657104
0.014801025;0.042648315;0.020523071
0.0016784668;0.036254883;0.011764526
-0.01953125;0.035461426;-0.0019989014
-0.009613037;0.021118164;-0.0076141357
0.01210022;0.008621216;7,63E+02
0.01222229;0.0079193115;0.009490967
0.016098022;0.0060272217;0.014465332
0.028274536;0.004180908;0.019210815
0.023910522;0.003753662;0.018463135
0.006210327;0.002105713;0.0020141602
-0.02079773;0.006942749;-0.012664795
-0.041641235;0.015579224;-0.013687134
-0.032470703;0.01977539;-0.009750366
-0.0126953125;0.013015747;-0.0030975342
-0.0038909912;0.0049743652;0.0032348633
0.0011749268;0.0037841797;0.0061187744
0.0138549805;0.001739502;0.004699707
0.008224487;0.001876831;1,83E+03
-0.009063721;0.006500244;-0.0066375732
-0.016281128;0.005844116;-0.011459351
-0.013427734;0.00491333;-0.015350342
-0.005508423;0.00390625;-0.011367798
-0.0032348633;0.0045928955;-0.008392334
0.004501343;0.003829956;-0.004699707
0.0043792725;1,37E+02;0.0014953613
0.002822876;0.0019226074;0.002609253
0.004348755;0.0054626465;0.0030670166
-0.00440979;0.005584717;-0.0036621094
-0.014221191;0.0053100586;1,07E+03
-0.020462036;0.010971069;6,71E+02
-0.015975952;0.01361084;0.0034637451
-0.009246826;0.0071411133;0.0061035156
-0.01637268;0.007858276;6,10E+03
-0.012374878;0.0023345947;-0.008850098
0.013214111;-0.0070648193;-0.007827759
0.018676758;-0.009490967;-0.0073242188
0.036453247;-0.012435913;-0.008239746
0.042892456;-0.015686035;-0.008392334
0.04434204;-0.016052246;-0.01121521
0.03578186;-0.018951416;-0.00579834
0.024215698;-0.016357422;-0.0071105957
0.012313843;-0.015075684;-0.009277344
0.015350342;-0.011001587;-0.014434814
0.011520386;-0.013809204;-0.011703491
0.0030059814;-0.01914978;9,46E+02
0.01234436;-0.009735107;-0.001953125
0.015655518;-0.0043640137;-0.013717651
0.01991272;-0.018188477;-0.01159668
0.02520752;-0.013885498;-0.0041503906
0.021759033;-0.010665894;-0.0074005127
0.010925293;-0.008224487;-0.01020813
6,87E+02;4,88E+03;-0.0029296875
3,05E+03;0.009429932;-6,10E+03
-0.0052948;0.007751465;0.0031585693
-0.009750366;0.010284424;9,92E+02
0.001083374;0.0070343018;-0.0010375977
0.0019836426;0.0046691895;-0.0016784668
-0.0077209473;0.0077209473;1,53E+03
0.007095337;0.0087890625;0.0015716553
0.0046691895;0.0047454834;0.009597778
-0.0093688965;0.0079956055;0.0068206787
-0.015197754;0.011047363;-9,77E+02
-0.010650635;0.012786865;0.0033569336
-0.009689331;0.0116119385;0.0036010742
0.002029419;0.007965088;0.0036468506
1,68E+03;0.00819397;9,46E+02
-0.0017089844;0.0050964355;-9,92E+02
-0.009338379;0.0077209473;-0.003250122
-0.0034637451;0.007904053;-9,16E+03
-0.0033111572;0.007659912;-5,80E+01
-0.008285522;0.009963989;1,53E+03
-0.0012054443;0.007461548;0.0015411377
0.0038452148;0.0053100586;0.004425049
-7,78E+03;0.0041503906;0.0025024414
-0.0022888184;0.0029296875;0.0011749268
-6,26E+03;0.002105713;0.0040130615
-0.0012207031;-0.0028076172;0.0063476563
-0.01109314;-0.0010681152;0.014282227
-0.006652832;0.006729126;0.016525269
0.012649536;0.0040740967;0.0149383545
0.021194458;8,85E+03;0.014266968
0.01876831;0.0041656494;0.007369995
0.015365601;0.0032806396;0.0013427734
0.0050201416;0.0010375977;-0.0019683838
-0.0025939941;-0.0011749268;-0.0052490234
-0.002960205;-0.002105713;-0.0073242188
0.003753662;6,26E+03;-0.005584717
0.008163452;0.002105713;-0.0023651123
0.0063934326;-0.002029419;-0.002670288
0.0037231445;-0.007827759;-0.0059509277
9,46E+02;-0.012771606;-0.012313843
0.0034179688;-0.0143585205;-0.01713562
0.014343262;-0.012649536;-0.012878418
0.03060913;-0.013793945;-0.007446289
0.028640747;-0.017074585;-0.008331299
0.019210815;-0.019622803;-0.009460449
0.014526367;-0.016708374;-0.012359619
0.016448975;-0.015731812;-0.0129852295
0.026046753;-0.018310547;-0.008148193
0.02645874;-0.018493652;-0.007019043
0.029083252;-0.018188477;-0.010391235
0.025924683;-0.018188477;-0.01159668
0.018630981;-0.018981934;-0.015548706
0.01423645;-0.014328003;-0.015289307
0.009292603;-0.011169434;-0.011428833
0.008987427;-0.007369995;-0.011352539
0.006668091;-0.0047454834;-0.0064849854
-0.0078125;0.008666992;-0.0025787354
-0.0022735596;0.00642395;-2,14E+03
-0.0012817383;0.009765625;0.0082092285
0.0039978027;0.0061035156;0.007949829
0.0031280518;0.0053100586;0.010375977
-0.019683838;0.008117676;0.004272461
-0.009231567;0.008514404;0.0053100586
-0.01675415;0.013442993;0.005493164
-0.014480591;0.007843018;-0.0015106201
0.0019683838;0.008453369;0.00920105
-0.011367798;0.015594482;0.006729126
-0.01008606;0.00982666;4,12E+02
-0.020401001;0.010620117;0.005355835
-0.0143585205;0.008529663;0.0012817383
-0.019607544;0.012786865;0.0076293945
-0.021972656;0.013641357;0.0012664795
-0.0017547607;0.008483887;0.0022735596
-0.011886597;0.00730896;0.0012207031
-0.00793457;0.0053710938;0.0010070801
-0.0084991455;0.006225586;-0.0019836426
-0.0015869141;0.003982544;-0.0018920898
0.008621216;9,31E+03;-0.0010070801
0.0019989014;3,05E+03;-0.0018615723
-0.0045318604;0.0029144287;0.0
-0.0030517578;0.0012969971;0.0059051514
0.0023040771;0.0028381348;0.0013885498
0.009811401;0.0010375977;0.0019073486
0.0032348633;0.0012359619;-2,59E+02
0.005844116;0.001876831;-0.0015258789
0.0073242188;7,63E+02;1,53E+03
6,87E+02;-0.0019989014;-8,39E+02
0.0022277832;0.0023498535;-0.004623413
0.0057678223;0.0031738281;-0.0062561035
0.004333496;0.0034484863;-0.0062561035
0.009979248;0.0023040771;-0.0045928955
0.002822876;-0.0019073486;1,53E+03
-0.009674072;0.0033721924;-7,93E+03
-0.010421753;0.006011963;-0.0019836426
0.0010070801;0.0030670166;9,00E+03
-0.0035095215;-3,20E+03;0.0011291504
-0.0017547607;0.0018310547;-9,16E+03
0.006958008;0.0023345947;-7,63E+02
0.0017547607;1,68E+03;0.0046539307
-0.0035552979;0.0010986328;0.0031433105
-0.0065307617;0.0024108887;-0.005340576
0.0034484863;-0.0014801025;-0.0060272217
0.017028809;-0.0061950684;-0.007888794
0.028396606;-0.012176514;-0.00630188
0.031066895;-0.01550293;-0.0015716553
0.031661987;-0.018707275;0.0012359619
0.027313232;-0.017593384;-0.0058288574
0.020858765;-0.013916016;-0.013244629
0.01777649;-0.015060425;-0.015365601
0.016052246;-0.017211914;-0.01701355
0.01977539;-0.017623901;-0.01626587
0.027786255;-0.017120361;-0.014801025
0.029342651;-0.01651001;-0.012298584
0.014877319;-0.016052246;-0.012466431
0.014602661;-0.016723633;-0.010421753
0.026000977;-0.018478394;-0.0043182373
0.019821167;-0.015808105;7,93E+03
0.004928589;-0.013916016;-4,58E+03
3,05E+03;-0.009765625;-0.0019836426
-3,05E+02;-0.0053863525;-0.0048065186
-0.006881714;0.0021820068;-0.0040893555
-0.015167236;0.011932373;0.004333496
-0.01222229;0.014923096;0.002380371
-0.006881714;0.012573242;9,46E+02
-0.010528564;0.01171875;0.002822876
-0.016204834;0.014144897;1,07E+03
-0.006713867;0.012435913;0.0048828125
-0.013534546;0.010055542;0.009887695
-0.024734497;0.007904053;0.007507324
-0.017730713;0.0048828125;0.008270264
-0.014480591;0.0068359375;0.0052490234
-0.0098724365;0.01184082;0.011474609
-0.0062561035;0.011886597;0.010299683
-0.0048065186;0.009857178;0.0023498535
-0.013153076;0.00579834;0.008773804
-0.012359619;0.009140015;0.0068969727
-4,73E+03;0.0056915283;0.0017089844
-2,90E+01;0.0053100586;0.0031585693
5,95E+02;0.0053100586;0.00630188
0.0036621094;0.0043029785;0.0015869141
0.0018615723;0.0032196045;-0.002822876
-0.0034484863;0.0031738281;-9,61E+02
-0.004623413;0.0031738281;-0.006088257
0.0048980713;0.0010528564;-0.004119873
-0.005493164;0.0062561035;-0.0050964355
0.0068206787;-3,05E+02;-9,16E+03
-0.0015563965;-1,83E+03;-6,71E+02
-0.0034179688;-0.0030670166;0.0043182373
2,59E+02;1,53E+02;0.0021820068
0.009918213;8,85E+03;9,16E+02
-0.009307861;-4,12E+02;-0.0012512207
-0.0018157959;0.0062713623;-0.00541687
-0.005355835;-0.0030059814;-0.005569458
-0.010269165;-3,05E+03;0.0074920654
-0.0014343262;0.0040130615;-4,27E+02
0.016052246;-0.0037231445;9,92E+02
0.011367798;-0.00680542;-0.0074768066
0.0078125;-0.010177612;-0.013320923
0.016235352;-0.017333984;-0.010574341
0.0184021;-0.018188477;-0.008407593
0.016937256;-0.019577026;-0.01600647
0.01727295;-0.024353027;-0.011428833
0.017196655;-0.022750854;-0.010177612
0.01953125;-0.018661499;-0.01878357
0.0121154785;-0.014541626;-0.016159058
0.013290405;-0.014129639;-0.01159668
0.020111084;-0.010650635;-0.008911133
0.024551392;-0.015991211;-0.0027008057
0.014251709;-0.020248413;-0.0030822754
-9,92E+02;-0.017974854;-0.0059509277
0.012176514;-0.02178955;-0.0038452148
0.022857666;-0.017593384;-5,49E+02
0.008651733;-0.008834839;-0.0076446533
0.0038146973;-0.007949829;-0.00982666
-0.0016021729;-0.0040283203;-0.004135132
-0.0070495605;0.006881714;-0.0027160645
-0.007537842;0.014755249;0.0011291504
-0.0031738281;0.015563965;0.012756348
-0.013381958;0.01335144;0.018661499
-0.02810669;0.0178833;0.014373779
-0.022476196;0.020339966;0.0060424805
-0.014816284;0.017059326;0.003921509
-0.015380859;0.014282227;-4,73E+03
-0.016403198;0.011138916;-0.0024719238
-0.013427734;0.013031006;-0.0067443848
-0.011672974;0.013717651;-0.007522583
-0.013946533;0.012786865;-0.0051879883
-0.009765625;0.014022827;-0.002090454
-0.003829956;0.011108398;0.0014343262
-0.0031738281;0.009155273;0.0036010742
-0.0016021729;0.0095825195;0.01171875
-0.001739502;0.006866455;0.011444092
-0.00390625;0.003921509;0.00869751
-0.0010681152;0.0017242432;0.0051116943
0.005859375;-0.0011901855;0.0033569336
0.0028839111;-0.0014190674;0.0018615723
-9,16E+02;0.00579834;-0.007980347
0.009597778;0.0023651123;-0.0069732666
0.00340271;0.0015106201;-0.0051879883
-0.005126953;0.0068359375;-0.0067596436
0.006088257;0.0036773682;-8,70E+01
0.0054016113;0.002105713;0.0061187744
-0.001953125;0.0029296875;0.0026397705
-0.0035858154;0.0014648438;0.0054779053
-0.011505127;0.00630188;0.0048065186
-0.009613037;0.0047454834;-0.0018463135
-0.002670288;-0.002029419;-0.0066223145
0.009429932;-0.0059661865;-0.005508423
0.011367798;-0.0027618408;-0.0061035156
0.01322937;-0.0012359619;0.002166748
0.005996704;0.0026397705;0.0061798096
1,37E+02;0.0050964355;-0.0011291504
5,95E+02;0.0023651123;-0.006866455
0.0036315918;-8,54E+02;-0.0043640137
0.0018310547;0.0019683838;-0.006164551
0.012145996;-0.0010223389;-1,53E+02
0.012435913;-0.0021362305;-0.003982544
0.012435913;-0.009643555;-0.008377075
0.028411865;-0.011779785;-0.0073242188
0.028457642;-0.019241333;-0.013793945
0.029418945;-0.017211914;-0.018981934
0.025253296;-0.020446777;-0.015609741
0.025466919;-0.023422241;-0.008834839
0.029586792;-0.021469116;-0.016647339
0.029556274;-0.021957397;-0.012557983
0.018356323;-0.016296387;-0.011474609
0.008010864;-0.01071167;-0.010528564
0.022338867;-0.018341064;-0.009338379
0.020950317;-0.017654419;-0.003753662
0.0034942627;-0.00944519;-0.014404297
0.009140015;-0.013580322;-0.016296387
0.018600464;-0.012161255;-0.0073242188
0.012023926;-0.012329102;-0.007522583
0.012039185;-0.0066986084;-0.008163452
0.016601563;-0.009552002;-0.004333496
0.010513306;-3,66E+03;0.004989624
0.013015747;0.005554199;0.0056915283
0.002960205;0.0071868896;0.012435913
-0.011856079;0.010147095;0.00970459
-0.010772705;0.01260376;0.0062713623
-0.010971069;0.0129852295;0.006790161
-0.013885498;0.009536743;0.008407593
-0.015701294;0.012420654;0.005493164
-0.01524353;0.015396118;0.005493164
-0.017608643;0.015319824;0.00390625
-0.02494812;0.011062622;-8,54E+02
-0.020690918;0.01171875;-0.0015563965
-0.013839722;0.01083374;5,34E+02
-0.00730896;0.009124756;-0.0028839111
-0.0035095215;0.008514404;-0.0013275146
-0.007980347;0.008026123;8,70E+01
0.0011444092;0.006439209;0.001083374
0.0315094;-0.0017700195;0.0058898926
0.048812866;-0.0059509277;0.011352539
0.020614624;-5,49E+02;0.011871338
0.0018463135;-0.0050964355;0.017028809
-0.005935669;-0.0061035156;0.029434204
-0.010131836;1,98E+03;0.019561768
-0.001953125;-3,20E+03;0.008239746
-0.006225586;0.0021209717;0.0025634766
-0.018371582;0.007171631;-0.0063476563
-0.016448975;0.008514404;-0.012634277
-0.016616821;0.0059509277;-0.01159668
-0.009613037;0.0042419434;-0.011459351
0.08494568;-0.014984131;-0.016082764
0.1375885;-0.022949219;-0.0037384033
0.07489014;-0.017227173;0.0023498535
0.004043579;-0.0043640137;-0.012954712
-0.016433716;0.009674072;-0.013656616
-0.03437805;0.010910034;-0.01272583
-0.040542603;-0.0031433105;-0.02494812
0.0028533936;-0.02079773;-0.022109985
0.05909729;-0.026473999;-0.012664795
0.08685303;-0.03404236;-0.004837036
0.115356445;-0.03717041;-0.0022277832
0.09049988;-0.033218384;5,49E+02
0.017807007;-0.028671265;-0.003036499
-0.0050811768;-0.014144897;-0.010940552
0.0077209473;-0.019256592;1,53E+03
-0.013198853;-0.012634277;0.012130737
-0.040878296;-0.0017852783;0.0068969727
-0.033432007;0.009963989;0.005493164
-0.018432617;0.0135650635;0.00642395
-0.022949219;0.017578125;0.010299683
-0.025817871;0.016189575;1,98E+03
-0.036880493;0.015991211;-0.0068206787
-0.023757935;0.019989014;-0.002319336
-0.007583618;0.013153076;-9,61E+02
